# source=Extracted from Arma 3 PBO config dumps via SQF/config parser; RHA values calibrated against NIJ 0101.06, NIJ 0108.01
# confidence=Estimated for vanilla items, researched for DLC/CDLC items (see data/armor/standards/ & data/sources/)
# classname	item_type	clothing_category	primary_material	backing_material	thickness_mm	nij_rating	rha_mm	confidence	manufacturer	model	camo
Ronin_Belt_AOR1_1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 1	AOR-1
Ronin_Belt_AOR1_10	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 10	AOR-1
Ronin_Belt_AOR1_2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 2	AOR-1
Ronin_Belt_AOR1_5	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 5	AOR-1
Ronin_Belt_AOR1_6	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 6	AOR-1
Ronin_Belt_AOR1_7	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 7	AOR-1
Ronin_Belt_AOR1_8	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 8	AOR-1
Ronin_Belt_AOR1_9	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor1 9	AOR-1
Ronin_Belt_AOR2_1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 1	AOR-2
Ronin_Belt_AOR2_10	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 10	AOR-2
Ronin_Belt_AOR2_2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 2	AOR-2
Ronin_Belt_AOR2_5	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 5	AOR-2
Ronin_Belt_AOR2_6	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 6	AOR-2
Ronin_Belt_AOR2_7	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 7	AOR-2
Ronin_Belt_AOR2_8	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 8	AOR-2
Ronin_Belt_AOR2_9	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Aor2 9	AOR-2
Ronin_Belt_BLK_1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 1	Black
Ronin_Belt_BLK_10	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 10	Black
Ronin_Belt_BLK_2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 2	Black
Ronin_Belt_BLK_5	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 5	Black
Ronin_Belt_BLK_6	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 6	Black
Ronin_Belt_BLK_7	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 7	Black
Ronin_Belt_BLK_8	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 8	Black
Ronin_Belt_BLK_9	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Blk 9	Black
Ronin_Belt_CB_1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 1	Coyote Brown
Ronin_Belt_CB_10	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 10	Coyote Brown
Ronin_Belt_CB_2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 2	Coyote Brown
Ronin_Belt_CB_5	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 5	Coyote Brown
Ronin_Belt_CB_6	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 6	Coyote Brown
Ronin_Belt_CB_7	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 7	Coyote Brown
Ronin_Belt_CB_8	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 8	Coyote Brown
Ronin_Belt_CB_9	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Cb 9	Coyote Brown
Ronin_Belt_Kit_Bas_AOR1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas	AOR-1
Ronin_Belt_Kit_Bas_AOR2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas	AOR-2
Ronin_Belt_Kit_Bas_BLK	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas	Black
Ronin_Belt_Kit_Bas_COY	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas Coy	
Ronin_Belt_Kit_Bas_MC	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas Mc	
Ronin_Belt_Kit_Bas_MCB	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas Mcb	
Ronin_Belt_Kit_Bas_MCT	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas Mct	
Ronin_Belt_Kit_Bas_RG	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bas	Ranger Green
Ronin_Belt_Kit_Bug_BLK	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bug	Black
Ronin_Belt_Kit_Bug_COY	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bug Coy	
Ronin_Belt_Kit_Bug_MC	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bug Mc	
Ronin_Belt_Kit_Bug_MCB	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bug Mcb	
Ronin_Belt_Kit_Bug_RG	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Bug	Ranger Green
Ronin_Belt_Kit_Harrington_AOR1_BM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Aor1 Bm	AOR-1
Ronin_Belt_Kit_Harrington_AOR1_TM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Aor1 Tm	AOR-1
Ronin_Belt_Kit_Harrington_AOR2_BM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Aor2 Bm	AOR-2
Ronin_Belt_Kit_Harrington_AOR2_TM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Aor2 Tm	AOR-2
Ronin_Belt_Kit_Harrington_BLK_BM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Blk Bm	Black
Ronin_Belt_Kit_Harrington_BLK_TM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Blk Tm	Black
Ronin_Belt_Kit_Harrington_COY_BM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Coy Bm	
Ronin_Belt_Kit_Harrington_COY_TM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Coy Tm	
Ronin_Belt_Kit_Harrington_MC_BM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Mc Bm	
Ronin_Belt_Kit_Harrington_MC_TM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Mc Tm	
Ronin_Belt_Kit_Harrington_RG_BM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Rg Bm	Ranger Green
Ronin_Belt_Kit_Harrington_RG_TM	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Kit Harrington Rg Tm	Ranger Green
Ronin_Belt_MC_1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 1	
Ronin_Belt_MC_10	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 10	
Ronin_Belt_MC_2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 2	
Ronin_Belt_MC_5	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 5	
Ronin_Belt_MC_6	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 6	
Ronin_Belt_MC_7	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 7	
Ronin_Belt_MC_8	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 8	
Ronin_Belt_MC_9	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Mc 9	
Ronin_Belt_RG_1	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 1	Ranger Green
Ronin_Belt_RG_10	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 10	Ranger Green
Ronin_Belt_RG_2	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 2	Ranger Green
Ronin_Belt_RG_5	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 5	Ranger Green
Ronin_Belt_RG_6	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 6	Ranger Green
Ronin_Belt_RG_7	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 7	Ranger Green
Ronin_Belt_RG_8	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 8	Ranger Green
Ronin_Belt_RG_9	Vest	armored_vest	spall_liner		800.0	IV	80	0.30	Generic	Ronin Belt Rg 9	Ranger Green
SAS_CPT_P_UrbanP_UrbanT_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas Cpt P Urbanp Urbant V1 1 W	Black
SAS_CPT_P_UrbanP_UrbanT_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas Cpt P Urbanp Urbant V1 2 W	DPM
SAS_CptP_PlateCarrier_v1_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.50	Generic	Sas Cptp Platecarrier V1 1	
SAS_G2_LegH_Sleeves_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh Sleeves V1 1 W	Black
SAS_G2_LegH_Sleeves_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh Sleeves V1 2 W	DPM
SAS_G2_LegH_Support_Sleeves_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh Support Sleeves V1 1 W	Black
SAS_G2_LegH_Support_Sleeves_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh Support Sleeves V1 2 W	DPM
SAS_G2_LegH_Support_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh Support V1 1 W	Black
SAS_G2_LegH_Support_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh Support V1 2 W	DPM
SAS_G2_LegH_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh V1 1 W	Black
SAS_G2_LegH_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sas G2 Legh V1 2 W	DPM
SAS_G3_LegH_Sleeves_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_G3_LegH_Sleeves_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	DPM
SAS_G3_LegH_Support_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_G3_LegH_Support_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	DPM
SAS_G3_LegH_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_G3_LegH_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	DPM
SAS_G3_NK_LegH_Support_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_G3_NK_LegH_Support_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	DPM
SAS_G3_NK_LegH_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_G3_NK_LegH_v1_2_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	DPM
SAS_G3_UrbanP_UtilityJ_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_G3_UrbanP_v1_1_w	Uniform	uniform	cloth		0.0	N/A	0	0.59	Crye Precision	G3	Black
SAS_Helmet_1_1	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Helmet 1 1	Black
SAS_Helmet_1_2	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Helmet 1 2	
SAS_Helmet_2_1	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Helmet 2 1	Black
SAS_Helmet_2_2	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Helmet 2 2	
SAS_Helmet_Bala_1_1	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	Black
SAS_Helmet_Bala_1_2	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	
SAS_Helmet_Bala_2_1	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	Black
SAS_Helmet_Bala_2_2	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	
SAS_Helmet_S10_1_1	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Helmet S10 1 1	Black
SAS_Helmet_S10_1_2	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Helmet S10 1 2	
SAS_JPC_v1_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.59	Crye Precision	JPC	Black
SAS_JPC_v2_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.59	Crye Precision	JPC	Black
SAS_JPC_v3_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.59	Crye Precision	JPC	Black
SAS_JPC_v4_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.59	Crye Precision	JPC	Black
SAS_OPS_CORE_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core 1 1	Black
SAS_OPS_CORE_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core 1 2	Coyote Brown
SAS_OPS_CORE_Bala_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	Black
SAS_OPS_CORE_Bala_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	Coyote Brown
SAS_OPS_CORE_COVER_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover 1 1	Black
SAS_OPS_CORE_COVER_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover 1 2	
SAS_OPS_CORE_COVER_1_3	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover 1 3	DPM
SAS_OPS_CORE_COVER_Bala_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	Black
SAS_OPS_CORE_COVER_Bala_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	
SAS_OPS_CORE_COVER_Bala_1_3	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.77	Generic	Balaclava	DPM
SAS_OPS_CORE_COVER_CPT_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover Cpt 1 1	
SAS_OPS_CORE_COVER_S10_1_1	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover S10 1 1	Black
SAS_OPS_CORE_COVER_S10_1_2	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover S10 1 2	
SAS_OPS_CORE_COVER_S10_1_3	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Sas Ops Core Cover S10 1 3	DPM
SAS_SRO_v1_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Khaki
SAS_SRO_v1_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Coyote Brown
SAS_SRO_v2_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Khaki
SAS_SRO_v2_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Coyote Brown
SAS_SRO_v3_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Khaki
SAS_SRO_v3_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Coyote Brown
SAS_SRO_v4_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Khaki
SAS_SRO_v4_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Coyote Brown
SAS_SRO_v5_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Khaki
SAS_SRO_v5_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Coyote Brown
SAS_SRO_v6_1	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Khaki
SAS_SRO_v6_2	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.71	First Spear	Siege-R	Coyote Brown
SC_ArchonEquipment	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Archonequipment	
SC_Katari_Armor	Vest	armored_vest	composite_kevlar		183.3	IV	110	0.40	Generic	Katari Armor	
SC_Katari_Helmet	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Katari Helmet	
SC_Katari_Zulxi_Armor	Vest	plate_carrier	ceramic_sic	uhmwpe	31.4	IV	110	0.50	Generic	Katari Zulxi Armor	
SC_MercerHelmet	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Mercerhelmet	
SC_Orgur_Katari_Uniform	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Orgur Katari Uniform	
SC_Vest_WD_Heavy_Green_Anniversary	Vest	armored_vest	spall_liner		1100.0	IV	110	0.30	Generic	Vest Wd Heavy Green Anniversary	
SC_Workerbot_Head	Headgear	headwear	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Workerbot Head	
SC_Workerbot_Uniform	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Workerbot Uniform	
SC_Zulxi_Helmet	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Zulxi Helmet	
SC_Zulxiv2_Helmet	Headgear	ballistic_helmet	ceramic_al2o3	kevlar_liner	44.0	IV	110	0.45	Generic	Zulxiv2 Helmet	
SF	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF01	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf01	
SF02	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf02	
SF03	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf03	
SF04	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf04	
SF05	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf05	
SF06	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf06	
SF08	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf08	
SF09	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf09	
SF11	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf11	
SF12	Uniform	uniform	cloth		0.0	N/A	0	0.30	Generic	Sf12	
SF13	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF136	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF1362	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF13624	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF13624_manta	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF136324	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF136324_manta	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF19	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF25	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF7	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP13	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP136	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP1362	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP13624	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP13624_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp13624 Fold	
SF_AMP13624_manta	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP13624_manta_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp13624 Manta Fold	
SF_AMP1362_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp1362 Fold	
SF_AMP136324	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP136324_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp136324 Fold	
SF_AMP136324_manta	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP136324_manta_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp136324 Manta Fold	
SF_AMP136_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp136 Fold	
SF_AMP13_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp13 Fold	
SF_AMP19	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP19_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp19 Fold	
SF_AMP25	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP25_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp25 Fold	
SF_AMP7	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMP7_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Amp7 Fold	
SF_AMPMC	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC13	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC136	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC1362	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC13624	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC13624_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc13624 Fold	
SF_AMPMC13624_manta	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC13624_manta_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc13624 Manta Fold	
SF_AMPMC1362_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc1362 Fold	
SF_AMPMC136324	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC136324_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc136324 Fold	
SF_AMPMC136324_manta	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC136324_manta_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc136324 Manta Fold	
SF_AMPMC136_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc136 Fold	
SF_AMPMC13_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc13 Fold	
SF_AMPMC19	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC19_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc19 Fold	
SF_AMPMC25	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC25_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc25 Fold	
SF_AMPMC7	Headgear	headwear	cloth		0.0	N/A	0	0.71	Ops-Core	FAST SF	
SF_AMPMC7_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc7 Fold	
SF_AMPMC_fold	Headgear	headwear	composite_kevlar		70.0	III	42	0.45	Generic	Sf Ampmc Fold	
